안전조직수준,위원회수준,인증보유,위험성평가수준,교육훈련도움,정리정돈상태,작업중지권,작업반장기여,전문지도,고용노동부감독,안전보건공단지원,공사규모,발주처,기성공정률,공사종류,외국인비율,사고발생,신체위험,차량위험,인당관리비,현장특성
1,0,0,2,2,5,4,3,0,1,0,1,2,4,1,0.0,0,2,4,0.00011470588235294118,2
1,2,0,2,4,4,4,5,1,0,1,1,1,3,4,0.0,0,1,3,0.000509090909090909,1
2,1,0,2,4,4,4,4,0,0,1,2,1,5,4,0.0,0,2,3,0.00363,1
2,2,1,2,4,4,4,4,0,0,1,2,1,2,6,0.0,0,3,2,0.24999995,1
2,2,0,2,4,3,4,4,0,1,1,2,3,2,1,0.0,0,3,3,0.00041833333333333333,1
2,0,0,2,5,5,3,4,0,1,0,2,2,6,1,0.0,1,1,2,0.13698627397260274,2
2,2,0,2,4,5,5,5,0,0,1,2,2,3,6,0.0,0,2,1,0.0007333333333333333,2
2,2,0,2,5,4,5,4,0,1,1,1,1,5,4,12.5,1,2,1,0.00025,1
2,2,0,2,5,4,5,4,1,0,1,1,1,1,3,0.0,0,3,1,0.00092,1
2,2,1,2,5,5,4,5,0,1,1,2,2,3,4,0.0,1,2,1,0.00152,1
2,2,0,2,5,5,4,5,0,0,1,2,2,3,6,0.0,0,3,1,0.0006,2
2,0,0,2,5,5,4,4,0,0,0,1,2,1,2,0.0,0,4,1,0.0011,1
2,2,0,2,4,4,4,5,1,0,1,1,2,4,2,0.0,1,2,1,0.00048,1
1,2,0,2,3,4,5,3,0,0,0,2,1,2,6,0.0,0,2,2,0.0012111,1
2,1,0,2,5,5,5,5,0,0,0,1,2,6,2,0.0,1,2,2,0.0005310588235294117,1
2,2,1,0,3,4,5,4,0,1,1,1,2,6,2,2.0,1,3,2,0.00042478,1
2,2,1,2,5,5,5,4,1,0,1,3,2,5,6,0.0,1,2,2,0.09999998,1
2,2,1,2,4,4,4,4,0,0,0,2,1,1,6,0.0,0,1,4,0.001351111111111111,1
2,2,1,2,4,2,5,3,0,1,1,3,2,2,1,44.0,0,3,4,0.000851452,1
2,2,0,2,5,5,5,5,0,0,0,2,2,1,1,0.0,0,3,3,1.2964283121428555,1
1,0,0,2,4,4,5,4,1,0,0,1,1,4,6,0.0,0,2,1,0.0007456,1
2,0,0,2,5,5,5,4,0,0,1,1,1,3,7,0.0,0,2,2,0.0011856,1
1,0,1,2,4,3,5,4,0,0,0,1,2,6,7,0.0,1,1,2,0.000416875,2
2,2,0,2,4,4,4,4,0,0,0,2,1,4,6,0.0,0,2,3,0.0008624500000000001,1
2,2,1,2,5,4,5,3,0,0,1,2,2,6,2,0.0,0,1,3,0.00043554285714285715,1
2,0,1,2,5,3,4,3,0,0,1,1,2,5,2,0.0,0,1,3,0.00042634,1
2,2,1,2,5,4,5,5,0,0,1,2,1,4,7,0.0,0,2,2,0.00016764238410596027,1
2,2,1,2,4,5,5,4,0,0,1,1,1,5,4,0.0,0,2,2,0.1492537014925373,2
2,2,1,2,3,2,4,2,1,1,1,2,1,6,6,0.0,1,3,3,0.0007898285714285715,1
2,2,1,2,3,4,5,4,0,0,0,2,1,2,6,0.0,1,3,3,0.001010081081081081,1
2,1,0,2,4,4,4,4,0,0,1,2,1,2,4,33.33,0,3,2,0.0006818833333333334,1
2,2,0,2,4,4,3,3,1,0,0,1,1,3,6,0.0,0,2,3,0.002512,1
2,0,0,2,4,4,3,2,1,1,1,2,1,1,3,0.0,0,2,4,0.00019558333333333333,1
1,2,0,2,4,3,5,3,0,1,1,2,1,4,6,0.0,1,3,4,0.0009847666666666667,1
2,2,1,2,5,4,5,5,1,1,0,1,2,6,2,0.0,0,3,2,0.2857142285714286,1
2,2,0,2,4,4,5,4,0,0,1,2,1,5,6,0.0,1,2,2,0.0020074285714285715,1
2,1,0,1,4,4,2,3,0,1,1,2,1,6,5,0.0,1,2,4,0.0029655500000000004,1
2,0,0,2,3,3,4,3,0,0,0,2,1,5,6,0.0,0,2,2,1.2964283121428555,1
2,1,0,2,4,4,4,4,0,0,1,2,1,5,5,0.0,0,2,4,0.0007553,1
2,0,0,2,4,4,4,4,0,0,1,1,1,4,6,4.17,0,1,3,0.000641375,1
1,1,0,2,3,3,4,3,0,1,1,2,1,3,5,31.82,0,3,3,0.0012350454545454546,1
2,2,1,2,5,5,5,5,1,1,1,3,1,4,5,31.11,0,2,3,0.0030450222222222225,1
2,1,0,1,3,3,2,3,0,1,1,2,1,4,4,0.0,1,3,2,0.0005214428571428571,1
2,2,1,2,5,5,4,4,0,0,1,2,1,2,7,0.0,0,3,4,0.0005937127659574468,2
2,1,0,2,3,5,5,3,0,0,1,2,1,4,6,0.0,1,3,1,0.0034595,1
2,1,0,2,2,3,3,2,0,0,1,2,1,3,5,0.0,0,2,4,0.0020485,1
1,0,0,0,4,4,5,4,0,0,0,1,2,3,5,0.0,0,4,2,0.8333331666666667,1
2,2,0,2,4,4,3,4,0,0,0,1,2,2,2,0.0,1,4,2,0.00052552,1
1,0,0,2,4,3,4,5,0,0,0,1,1,4,4,20.0,0,3,3,0.4999999,1
2,0,0,0,5,5,5,5,0,0,0,1,2,4,5,0.0,0,4,2,0.6666665333333334,1
2,1,0,2,3,3,4,4,0,1,1,2,1,5,6,0.0,0,1,3,0.0009985555555555555,1
2,2,1,2,5,4,5,5,0,1,1,2,1,2,6,0.0,0,2,2,0.002013125,1
0,0,0,0,5,4,4,3,1,0,0,1,1,2,4,0.0,1,2,2,0.0008382307692307693,1
2,2,1,2,5,5,4,3,0,0,0,3,1,5,4,0.0,0,3,4,0.001728025,1
2,1,1,2,4,4,5,4,0,0,1,2,1,1,6,0.0,0,1,2,0.0019355652173913042,1
2,2,0,2,4,4,4,4,1,0,0,1,3,4,7,0.0,0,1,3,0.00061265,1
2,1,0,2,3,3,3,3,0,1,1,3,1,1,1,40.0,0,2,4,0.0014012333333333334,1
1,0,1,2,5,5,5,5,1,0,0,1,1,6,7,0.0,0,3,3,0.0006102222222222222,1
1,2,0,2,4,5,5,4,1,0,1,1,1,3,6,0.0,0,3,3,1.2964283121428555,1
2,2,1,2,5,4,4,4,0,0,1,2,1,3,7,0.0,0,2,3,0.000285224043715847,2
2,2,1,2,3,4,4,4,0,1,1,3,1,4,5,17.78,0,2,3,0.004751177777777778,1
1,2,0,0,3,3,4,3,1,0,1,1,1,3,6,0.0,0,2,3,0.0001683095238095238,1
2,0,1,2,4,5,5,5,0,0,0,2,2,1,1,0.0,0,4,5,0.0031428571428571426,1
2,2,1,2,4,5,5,5,1,0,0,3,2,2,3,0.0,0,4,5,0.0038596491228070177,1
2,2,1,2,5,4,5,4,1,0,0,2,1,2,4,0.0,0,2,3,0.0007367999999999999,1
2,2,0,2,3,5,5,4,0,0,0,3,2,5,2,20.97,0,3,2,0.0006395752688172044,1
2,1,0,2,3,4,4,4,0,0,1,2,1,3,6,0.0,0,3,3,0.0006827826086956521,1
2,1,0,2,4,3,4,3,0,1,1,1,1,4,6,0.0,0,4,4,0.00059152,1
2,2,0,2,5,5,5,5,0,1,1,3,3,6,1,6.67,1,3,3,0.0014874333333333334,1
2,2,0,2,5,5,5,5,1,1,1,2,2,4,1,20.0,1,2,2,0.000975,1
2,2,0,2,4,5,5,5,0,1,1,3,2,5,1,8.33,0,3,3,0.00125,1
2,0,0,2,5,5,5,5,1,1,1,2,2,5,1,20.0,1,3,3,0.00017625,2
2,2,0,2,5,4,5,4,0,0,1,2,1,3,7,0.0,0,3,2,0.22222217777777778,1
2,2,0,2,5,4,5,4,0,0,1,2,1,3,7,0.0,0,3,2,0.22222217777777778,1
2,2,0,2,3,5,5,3,0,0,1,3,3,1,1,6.67,0,3,3,0.008333333333333333,1
1,2,0,1,5,4,5,4,1,0,0,1,2,2,1,0.0,0,2,1,0.7692306153846153,1
2,2,0,1,4,3,4,3,0,0,1,1,1,4,6,0.0,0,3,3,0.0005889,1
2,0,1,2,4,4,4,5,1,0,0,1,1,2,7,0.0,0,1,2,0.00036060000000000004,3
2,2,1,2,5,4,5,5,0,1,1,3,1,3,5,36.19,0,3,3,0.0023141428571428575,1
2,2,0,2,4,5,4,4,0,1,0,2,1,2,6,0.0,0,3,3,0.00018669594594594594,1
1,1,0,1,3,3,3,3,0,1,0,2,1,1,4,0.0,0,1,3,0.0017860999999999999,1
2,1,0,2,4,4,5,4,0,0,0,2,1,5,6,0.0,0,2,2,0.00152675,1
2,2,1,2,5,5,5,5,1,1,1,3,2,1,1,21.67,0,4,5,0.0028333333333333335,1
2,2,1,2,4,5,5,5,1,1,0,3,2,2,1,12.0,0,4,4,0.00164,1
2,2,1,2,4,4,4,5,1,1,1,3,2,2,1,20.0,0,2,3,0.0013319958333333334,1
2,2,0,2,4,4,5,5,0,1,1,2,2,1,1,0.0,0,2,3,0.0034411764705882353,1
2,1,1,2,5,5,5,5,0,1,1,3,2,4,1,22.73,1,3,3,0.0012586363636363637,1
2,2,0,2,5,4,5,4,1,1,1,2,2,6,1,0.0,0,3,3,0.0014956400000000001,1
2,2,0,2,5,5,5,5,1,1,1,2,1,6,3,0.0,0,2,2,0.0007255499999999999,1
1,2,0,2,4,3,5,4,1,1,1,3,2,5,3,0.0,1,2,2,0.000464,1
1,0,0,0,4,4,4,4,0,1,1,1,2,1,3,0.0,0,2,2,0.0018,1
2,2,0,2,5,5,5,5,0,1,1,1,2,6,3,0.0,1,3,2,0.0010792,1
2,0,0,2,4,4,4,4,0,0,1,1,2,3,3,8.0,1,2,3,0.00048,1
1,2,0,2,5,5,5,4,0,1,1,1,2,4,4,0.0,0,3,2,0.0002275,1
2,0,0,0,5,5,5,5,0,0,1,1,2,2,3,0.0,0,1,4,0.025016714285714288,3
2,2,0,2,5,5,5,5,0,0,1,1,1,2,7,0.0,0,2,3,0.0021134444444444443,3
2,2,0,2,4,4,4,4,0,0,1,2,2,1,1,0.0,0,1,3,0.0017142857142857142,1
1,0,0,0,5,5,5,4,1,0,1,1,2,1,4,0.0,0,2,2,0.000172,1
1,2,0,1,3,5,5,4,1,1,1,1,2,3,3,0.0,1,2,1,0.0004964285714285715,1
1,2,0,0,4,4,4,5,1,0,0,1,1,2,3,0.0,1,3,4,0.0002,1
1,0,0,1,4,5,5,5,1,0,1,1,2,2,3,0.0,1,4,2,0.9999998,1
2,2,0,2,4,4,5,4,0,1,1,1,2,2,4,0.0,0,3,2,0.00133,1
1,2,0,1,3,4,3,3,1,0,1,1,2,5,3,0.0,1,4,2,0.00036869999999999996,1
2,2,0,2,4,4,4,4,1,0,1,2,2,2,1,20.0,0,1,1,0.000822,1
1,2,0,2,5,5,5,5,1,1,1,2,2,2,3,0.0,0,3,3,0.00114,1
2,2,1,2,5,5,5,4,0,1,1,2,2,3,1,25.71,0,3,3,0.0010571428571428572,1
2,1,0,2,4,4,4,4,1,1,1,3,2,6,1,0.0,1,3,1,0.0028230399999999998,1
2,2,1,2,5,4,5,4,1,1,1,3,2,3,1,50.0,0,3,2,0.0005714444444444444,1
2,1,1,2,5,5,5,5,0,0,1,3,2,4,1,15.62,1,2,3,0.001667175,1
2,2,0,2,5,5,5,3,0,0,1,3,2,1,1,0.0,0,3,3,0.011333333333333334,1
2,2,1,2,5,4,5,5,0,0,1,3,2,2,1,6.67,1,4,4,0.0013066666666666667,1
2,2,1,2,5,5,5,5,0,0,1,2,2,3,1,7.14,1,3,3,0.0016857142857142858,1
2,2,1,2,5,5,5,3,0,0,1,3,1,6,5,0.0,0,3,2,0.00558325,1
2,0,0,2,5,5,5,5,0,0,1,1,1,4,7,0.0,0,1,2,0.000330475,1
2,0,0,2,5,5,5,5,0,0,1,2,1,4,7,0.0,0,1,2,0.24999995,1
2,2,0,2,4,3,5,5,0,1,1,2,2,6,3,3.33,1,3,2,0.0005725,1
2,2,0,2,3,3,5,3,1,1,1,2,2,3,1,33.33,1,1,4,0.00096,1
2,2,0,2,5,4,5,4,0,1,1,1,2,6,3,0.0,0,1,1,0.0009133333333333334,1
2,1,0,2,4,4,3,3,0,1,1,3,2,4,1,33.33,1,1,5,0.0009333333333333333,1
2,2,0,2,5,4,4,3,0,0,1,2,2,1,1,0.0,0,1,3,0.0026,1
2,2,0,2,5,4,5,4,1,1,1,3,2,2,1,21.43,1,1,5,0.0026714285714285716,1
1,1,1,2,4,4,5,4,0,0,1,2,1,6,7,0.0,0,2,3,0.005666666666666667,1
1,1,0,2,4,4,3,4,1,0,1,1,1,5,6,0.0,0,2,2,0.0087,1
2,2,0,0,4,4,3,4,0,0,0,2,1,1,6,25.0,0,3,2,0.000457175,1
2,2,0,2,4,4,5,3,1,0,1,3,3,5,1,0.0,0,3,4,0.07692306153846154,1
2,0,0,2,4,4,4,4,1,0,0,1,1,2,3,0.0,0,3,4,0.0005,1
1,1,0,2,4,4,4,4,1,0,0,1,1,1,6,0.0,0,3,3,0.00035,1
2,2,0,0,5,5,5,5,0,0,1,1,1,1,4,0.0,0,1,2,0.0023833333333333337,1
1,2,0,2,4,4,5,5,1,0,1,1,1,5,5,0.0,0,3,3,0.0005851000000000001,1
2,1,0,2,5,3,4,4,0,1,1,2,1,3,6,0.0,0,2,3,0.0036285714285714285,1
2,2,0,2,4,3,4,4,1,0,1,2,3,1,1,0.0,0,3,2,0.003871076923076923,1
2,2,1,2,5,5,5,5,0,1,1,2,1,4,7,0.0,0,3,4,0.000135,2
2,2,1,2,4,4,4,4,1,0,0,2,1,4,7,0.0,1,3,3,0.00013761467889908258,2
2,2,0,2,4,3,4,4,0,0,1,3,2,3,1,35.71,1,3,2,0.0009285714285714286,1
2,1,1,2,4,2,5,2,1,1,1,2,2,2,1,34.92,1,1,2,0.15873012698412697,1
2,2,1,2,5,4,5,4,0,1,1,3,2,2,1,33.33,0,2,4,0.0017577933333333333,1
2,2,1,2,4,4,5,5,0,1,1,3,3,6,1,7.5,1,3,2,0.00115,1
2,2,0,2,5,5,5,4,1,1,1,3,2,1,1,20.0,0,3,3,0.0042691199999999995,1
1,1,0,2,5,4,4,4,1,0,0,1,1,1,6,0.0,0,2,2,0.0004090909090909091,1
0,0,0,0,4,4,4,3,1,0,1,1,1,2,5,0.0,0,3,2,0.001228625,1
2,2,0,2,4,4,5,3,0,0,0,2,1,4,5,0.0,0,2,2,0.0022078,1
2,2,1,2,4,4,4,4,1,1,1,3,1,3,5,16.67,0,3,3,0.004878416666666667,1
2,2,0,2,5,5,5,4,0,0,1,2,1,4,7,0.0,0,3,3,0.001333157894736842,1
2,2,0,0,5,5,4,4,1,1,1,1,2,4,4,0.0,0,3,4,2.8460000000000002e-05,1
2,2,1,2,5,4,5,4,0,1,1,3,2,5,5,0.0,0,3,3,0.22222217777777778,2
2,2,0,2,4,4,4,4,1,1,1,2,2,6,7,100.0,1,3,3,3.151431514315143e-07,1
2,2,1,2,5,5,5,4,0,1,1,3,2,6,7,0.0,0,3,1,0.00675,1
2,2,1,2,5,5,5,4,0,0,1,2,2,6,4,0.0,0,3,3,0.0020666923076923076,1
2,2,1,2,5,5,5,5,1,1,1,2,2,6,2,0.0,0,3,3,0.00100825,1
2,2,1,2,5,5,5,5,0,1,1,3,2,6,4,0.0,1,2,3,0.0029166666666666664,1
2,2,1,2,5,5,5,4,0,0,0,2,2,2,7,0.0,0,3,3,0.00127656,1
2,2,0,2,3,3,4,3,0,0,0,3,1,1,5,0.0,0,2,3,0.0106505,1
1,0,0,2,4,5,4,4,0,1,0,1,1,4,4,0.0,0,3,2,0.00025826666666666664,1
2,1,1,2,4,5,5,3,0,1,1,2,1,2,5,8.97,1,2,4,0.0010326666666666668,1
2,2,0,2,4,3,4,3,0,1,1,2,2,4,2,3.08,1,2,3,0.00043069230769230766,1
1,2,0,2,4,3,4,3,0,0,1,2,1,2,4,0.0,1,1,1,0.0007484,1
2,0,1,2,4,5,5,5,1,0,0,1,1,3,7,0.0,0,5,3,0.00034,2
1,0,1,2,5,3,5,3,1,0,0,1,1,1,7,0.0,0,3,5,0.6666665333333334,1
2,1,1,1,2,2,2,2,0,0,1,2,1,5,6,0.0,1,2,4,0.0017625,1
2,2,0,2,3,3,4,2,0,1,1,3,3,2,1,3.75,0,4,4,0.0020483125,1
1,2,0,2,4,4,4,3,1,0,0,1,1,5,7,0.0,0,3,3,0.5263156842105263,1
1,1,1,2,5,4,4,4,1,0,0,2,1,5,7,0.0,0,2,3,0.45454536363636366,4
1,0,0,2,4,5,4,4,1,1,1,1,1,2,5,0.0,0,2,4,0.00179825,1
1,0,1,2,5,5,4,4,1,0,0,2,2,5,1,0.0,0,3,3,0.001125,1
1,0,1,2,4,4,5,5,1,0,0,2,1,5,5,0.0,0,1,2,0.43478252173913046,2
2,2,1,1,4,3,3,4,1,1,1,2,1,3,4,21.28,0,2,3,0.0006614255319148936,1
1,0,0,0,3,3,4,4,1,1,0,2,1,4,4,5.71,1,2,3,0.2857142285714286,1
2,1,0,2,2,4,3,4,0,0,0,2,1,4,6,0.0,0,2,2,0.0016105,1
2,2,0,2,4,4,5,4,0,0,1,2,2,5,7,0.0,1,2,3,0.0016707857142857143,1
0,0,0,0,4,4,4,4,1,1,1,1,3,4,4,0.0,1,4,5,0.0004971739130434782,1
2,0,1,2,5,5,5,5,0,0,0,1,2,5,2,0.0,0,2,2,0.0003956285714285714,1
1,2,0,0,4,4,5,5,1,0,1,2,3,5,6,0.0,0,1,2,0.002179822222222222,1
2,2,0,2,4,4,4,4,0,1,1,3,1,3,5,9.76,0,3,3,0.001917170731707317,1
2,2,0,2,4,3,4,3,0,0,1,2,2,3,1,21.43,1,3,2,0.0005598285714285714,1
2,2,0,0,4,4,4,4,1,1,1,1,2,2,3,20.69,0,3,1,0.0006206896551724138,1
2,2,1,2,5,5,5,4,1,1,1,3,1,2,5,40.0,1,2,3,0.000952,1
2,2,0,2,5,5,5,4,0,0,1,3,2,3,1,5.0,1,2,3,0.0010334275,1
1,2,0,1,4,4,4,4,1,0,1,1,1,4,6,0.0,0,3,3,0.000801,1
2,2,0,2,4,3,5,5,1,1,1,2,2,3,3,25.0,1,2,2,0.0010039333333333332,1
2,2,1,2,5,5,5,5,1,0,1,3,1,4,5,5.71,1,3,3,0.001798142857142857,1
2,1,0,2,3,5,3,2,1,1,1,3,2,5,1,13.33,0,3,1,0.00071946,1
2,2,0,2,4,4,4,2,1,0,1,2,2,6,1,14.29,1,2,3,0.0002795,1
1,2,0,2,3,3,4,4,1,1,1,1,1,3,5,0.0,1,2,2,0.0020701666666666663,1
0,1,0,2,3,4,5,4,0,0,1,1,1,4,4,20.0,0,4,1,0.0003,1
1,2,0,2,5,5,5,5,0,1,1,2,1,4,6,0.0,0,2,2,0.0006578947368421054,1
1,2,0,2,5,5,5,5,0,1,1,2,2,2,3,0.0,1,2,1,0.0013333333333333333,1
1,2,0,1,3,2,1,2,0,1,1,2,2,5,4,10.0,1,1,3,0.124999975,1
2,2,1,2,5,5,5,5,0,0,0,3,2,1,1,5.0,0,4,5,0.24999995,1
2,2,1,2,4,4,4,5,1,0,1,3,2,3,1,25.0,0,3,3,0.0011880999999999999,1
1,0,0,0,4,4,4,4,1,1,1,1,3,2,4,25.0,1,2,1,0.00023925,1
2,2,0,0,4,4,3,4,0,1,1,2,2,3,1,40.0,0,3,2,0.00054,1
1,2,0,2,3,3,4,4,0,1,1,1,1,5,4,8.0,0,3,3,6.444799999999999e-05,1
1,1,0,2,3,3,3,4,0,1,0,2,1,3,4,9.33,1,5,3,0.00034704,1
0,2,1,2,5,5,5,5,0,1,1,2,1,4,5,0.0,0,3,4,0.0011388,1
1,2,0,2,4,4,4,5,1,1,0,1,2,6,7,0.0,0,3,3,8.333333333333333e-05,2
1,2,0,2,5,5,5,4,0,1,1,2,1,2,6,0.0,1,1,4,0.00084,1
1,2,0,2,5,5,5,5,1,1,1,1,1,5,4,0.0,1,2,1,0.00074,1
1,1,0,0,1,1,1,1,0,1,1,1,2,5,3,19.35,0,4,5,0.0004516129032258065,1
1,2,0,1,4,3,5,4,1,1,1,1,2,5,3,0.0,0,3,2,0.0003015,1
1,1,0,0,4,4,4,4,1,1,0,1,2,4,3,0.0,0,2,2,3.703125e-05,3
1,2,0,2,4,4,5,4,1,1,1,1,2,3,2,0.0,0,2,3,0.00026285714285714286,1
1,2,0,2,5,5,5,5,1,0,1,2,2,1,1,0.0,0,2,3,0.0013224666666666668,1
1,2,0,2,4,4,5,5,1,0,1,2,2,2,3,30.0,1,1,2,0.00091872,1
1,2,0,2,5,4,5,4,0,0,1,2,2,3,4,16.67,1,3,2,0.00031795,1
1,2,1,2,4,3,4,4,0,0,1,2,1,4,1,28.57,0,2,1,0.0008,1
1,2,0,2,5,5,5,5,0,1,1,2,1,2,5,0.0,0,1,2,0.0019355333333333333,1
2,2,0,0,5,5,5,5,0,1,1,2,2,5,4,14.55,0,2,2,0.0003431636363636364,1
1,2,0,2,4,3,5,3,0,0,1,2,2,5,1,0.0,1,3,4,0.0003737545454545455,1
2,2,0,2,5,4,5,3,0,0,1,2,2,1,1,0.0,0,3,4,0.0039534,1
2,2,0,2,4,4,5,4,1,1,1,2,3,2,3,0.0,1,1,2,0.0016817333333333333,3
1,2,1,2,5,4,5,4,0,1,1,2,2,2,3,72.5,1,2,3,0.00131425,1
2,2,1,2,5,5,5,5,0,0,1,3,2,2,4,50.0,0,1,3,0.003525,1
2,2,0,2,3,3,3,4,1,1,1,2,2,3,1,73.33,0,3,3,0.0006585533333333332,1
2,2,1,2,4,5,3,4,1,1,1,2,1,4,1,25.0,0,2,4,0.00061233,1
2,2,1,2,5,4,3,3,1,1,1,2,1,4,1,25.0,0,3,4,0.00061233,1
2,2,1,2,4,4,4,4,1,1,1,3,1,2,5,11.11,0,2,4,0.003518518518518519,1
2,2,1,2,5,5,5,5,1,1,1,3,2,6,1,8.33,0,1,2,0.0043589833333333335,1
2,2,1,2,5,5,5,3,0,0,1,3,2,2,1,40.0,0,4,5,0.00159,1
2,2,1,2,3,5,5,4,0,1,1,3,3,4,1,57.14,0,2,3,0.0009862857142857143,1
2,2,1,2,5,5,5,5,1,1,1,2,1,3,6,0.0,0,1,1,0.0014444444444444444,1
2,2,1,2,4,5,5,4,0,1,1,3,1,2,5,18.75,0,1,3,0.00229375,1
2,2,1,2,5,3,3,2,0,1,1,3,2,5,4,22.0,1,3,5,0.001381116,1
1,0,0,2,5,5,5,5,0,1,1,1,2,6,4,0.0,0,2,2,0.00011275892857142856,1
1,2,0,2,5,5,5,5,0,1,1,2,1,3,5,0.0,0,2,2,0.0008388888888888889,1
1,2,1,2,4,4,4,4,1,0,1,1,3,5,1,0.0,0,3,3,0.4999999,1
1,2,0,2,3,3,3,3,1,0,1,2,1,1,1,0.0,0,3,4,0.0016,1
1,2,1,2,5,5,5,5,0,0,1,2,1,3,6,0.0,0,1,1,0.0015963636363636362,1
1,2,0,2,4,4,4,4,0,0,0,2,1,5,5,2.5,0,4,4,0.0003137,1
2,2,1,2,5,4,5,5,0,1,1,2,3,3,1,54.55,1,1,2,0.001106060606060606,3
1,2,0,2,5,4,5,3,1,1,1,2,2,6,7,0.0,0,1,1,0.0013155,1
2,2,0,2,5,5,4,5,1,1,1,3,1,2,5,0.0,0,2,2,0.0027142857142857142,1
1,2,0,2,4,4,4,4,1,1,1,2,2,5,1,14.29,0,3,3,0.0013682,1
1,2,0,2,3,3,4,3,1,1,1,2,3,2,1,12.5,0,2,3,0.001085225,1
1,2,0,2,5,4,5,4,0,1,1,2,3,3,1,27.78,0,3,3,0.0006666666666666666,1
2,2,0,2,5,4,5,4,0,0,1,3,3,1,1,0.0,0,2,2,0.00213911,1
1,2,0,2,4,4,3,3,1,1,1,1,3,3,5,0.0,0,1,4,0.00027277777777777776,1
2,2,0,2,5,4,5,4,0,0,1,3,1,1,5,7.44,0,1,3,0.0005654761904761905,1
2,2,0,2,5,4,5,4,0,0,1,2,1,1,5,11.9,0,1,3,0.0004523809523809524,2
1,0,0,0,5,4,4,4,0,0,0,1,2,1,6,0.0,0,2,3,0.002025,1
1,2,0,2,4,5,4,4,1,1,1,1,1,4,4,0.0,1,2,3,0.0011454666666666667,1
1,1,0,2,4,4,4,5,0,1,0,2,1,3,5,0.0,1,2,3,0.0018,1
2,2,0,2,5,4,5,4,0,1,1,2,1,2,4,0.0,0,1,1,0.0009047333333333334,1
1,2,0,2,5,3,4,4,1,1,1,2,2,4,3,12.5,1,2,2,0.00080625,1
2,2,0,2,4,4,4,4,0,1,1,2,2,5,3,15.38,0,2,3,0.0016042,1
2,1,0,2,5,4,5,5,0,0,1,3,2,1,1,0.0,0,2,3,0.0037865999999999998,1
1,2,1,2,5,5,5,5,1,0,0,1,1,3,7,0.0,0,4,5,0.7142855714285715,1
1,0,1,2,5,5,5,5,1,0,0,1,1,2,7,0.0,0,3,3,0.0001588235294117647,1
2,2,0,2,3,4,3,4,0,0,1,2,1,2,4,11.43,0,3,3,0.0008948571428571429,1
1,0,0,2,5,5,5,5,1,1,1,1,2,4,1,4.17,1,1,1,9.7675e-05,1
1,0,0,1,3,4,2,3,0,1,1,2,2,2,3,40.0,0,3,3,0.00136912,1
1,2,0,2,5,5,5,4,0,1,1,2,2,1,1,0.0,0,2,2,0.24999995,1
2,2,1,2,5,4,5,5,0,1,1,3,1,5,5,0.0,0,2,3,0.002045927272727273,1
2,2,1,2,5,5,5,5,0,1,1,3,2,4,2,0.0,1,1,1,0.00046326666666666663,1
2,2,1,2,5,4,5,4,0,1,1,3,2,4,1,13.33,1,2,4,0.0010006666666666666,1
1,2,0,2,5,5,5,5,0,0,1,1,2,4,1,4.29,1,1,1,0.00021007142857142858,1
2,2,0,2,5,5,5,5,1,0,1,2,1,2,4,0.0,0,1,1,0.000851425,1
1,2,0,2,5,5,5,5,0,1,1,2,3,5,1,0.0,1,1,2,0.00013,1
2,2,0,2,5,5,5,5,0,0,1,2,2,2,4,0.0,0,1,1,0.00175884,1
2,2,1,2,5,5,5,5,1,1,1,3,3,4,1,0.0,1,1,1,0.001,1
0,2,1,2,4,4,4,4,0,1,1,1,1,2,5,16.67,0,2,4,0.0031666666666666666,2
1,2,0,2,5,5,5,5,1,0,1,2,1,2,5,0.0,0,1,2,0.0002555142857142857,1
2,2,0,2,4,3,4,4,1,1,1,2,3,5,1,28.57,0,2,2,0.0009574571428571429,1
1,2,1,2,5,5,5,5,0,0,1,2,3,1,1,0.0,0,1,1,0.005518100000000001,1
1,2,0,2,3,3,4,4,0,1,1,2,3,2,3,0.0,1,3,3,0.0001463125,1
1,2,1,0,4,4,3,5,1,1,1,2,2,6,1,0.0,1,1,1,0.00716,1
2,2,1,2,5,5,5,5,1,1,0,2,1,4,7,0.0,1,3,2,0.00026675,1
2,2,1,2,5,4,5,4,0,0,0,2,1,5,7,0.0,0,3,2,0.00018257843137254904,2
2,2,0,2,5,5,5,5,0,1,1,3,1,5,5,0.0,0,3,3,0.0009636222222222223,1
1,0,0,0,5,3,4,3,1,0,0,1,2,4,1,3.33,0,3,3,9.273333333333333e-05,2
1,2,0,2,3,4,4,4,0,0,0,2,1,1,4,0.0,0,2,2,0.001105909090909091,1
2,2,1,2,5,5,5,5,0,0,0,3,2,1,1,0.0,0,2,2,0.008000388888888888,1
2,2,0,2,5,4,5,3,0,1,1,2,3,3,1,40.0,1,3,3,0.0005453333333333333,1
2,1,0,1,4,3,5,4,0,1,1,3,2,4,1,14.44,1,2,2,0.001296361111111111,1
2,2,0,2,3,3,4,3,0,0,1,3,2,1,1,0.0,0,3,4,0.0083238,1
2,2,1,2,4,4,4,4,0,1,1,3,3,4,1,13.6,0,3,3,0.001026936,1
1,2,0,2,5,4,5,5,0,1,1,2,2,3,1,38.79,1,1,2,0.0006712758620689655,1
1,2,0,2,4,5,4,4,0,0,1,2,2,1,1,0.0,0,3,1,0.002055,1
